Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals) ",Water to Cement Ratio (W/C)
153.0 ,102.0 ,0.0 ,192.0 ,0.0 ,888.0 ,943.1 ,90 ,26.32 ,1.254901961
200.0 ,133.0 ,0.0 ,192.0 ,0.0 ,965.4 ,806.2 ,90 ,43.25 ,0.96
116.0 ,173.0 ,0.0 ,192.0 ,0.0 ,909.8 ,891.9 ,3 ,6.28 ,1.655172414
173.0 ,116.0 ,0.0 ,192.0 ,0.0 ,946.8 ,856.8 ,90 ,32.10 ,1.10982659
250.2 ,166.8 ,0.0 ,203.5 ,0.0 ,977.6 ,694.1 ,28 ,36.96 ,0.813349321
305.3 ,203.5 ,0.0 ,203.5 ,0.0 ,965.4 ,631.0 ,90 ,54.60 ,0.666557484
192.0 ,288.0 ,0.0 ,192.0 ,0.0 ,929.8 ,716.1 ,7 ,21.48 ,1
157.0 ,236.0 ,0.0 ,192.0 ,0.0 ,935.4 ,781.2 ,3 ,9.69 ,1.222929936
153.0 ,102.0 ,0.0 ,192.0 ,0.0 ,888.0 ,943.1 ,7 ,8.37 ,1.254901961
141.3 ,212.0 ,0.0 ,203.5 ,0.0 ,971.8 ,748.5 ,90 ,39.66 ,1.44019816
116.0 ,173.0 ,0.0 ,192.0 ,0.0 ,909.8 ,891.9 ,7 ,10.09 ,1.655172414
141.3 ,212.0 ,0.0 ,203.5 ,0.0 ,971.8 ,748.5 ,3 ,4.83 ,1.44019816
122.6 ,183.9 ,0.0 ,203.5 ,0.0 ,958.2 ,800.1 ,7 ,10.35 ,1.659869494
166.8 ,250.2 ,0.0 ,203.5 ,0.0 ,975.6 ,692.6 ,90 ,43.57 ,1.220023981
203.5 ,305.3 ,0.0 ,203.5 ,0.0 ,963.4 ,630.0 ,90 ,51.86 ,1
310.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1012.0 ,830.0 ,3 ,11.85 ,0.619354839
310.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1012.0 ,830.0 ,7 ,17.24 ,0.619354839
310.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1012.0 ,830.0 ,28 ,27.83 ,0.619354839
310.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1012.0 ,830.0 ,90 ,35.76 ,0.619354839
310.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1012.0 ,830.0 ,120 ,38.70 ,0.619354839
331.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1025.0 ,821.0 ,3 ,14.31 ,0.580060423
331.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1025.0 ,821.0 ,7 ,17.44 ,0.580060423
331.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1025.0 ,821.0 ,28 ,31.74 ,0.580060423
331.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1025.0 ,821.0 ,90 ,37.91 ,0.580060423
331.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1025.0 ,821.0 ,120 ,39.38 ,0.580060423
349.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1056.0 ,809.0 ,3 ,15.87 ,0.550143266
349.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1056.0 ,809.0 ,7 ,9.01 ,0.550143266
349.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1056.0 ,809.0 ,28 ,33.61 ,0.550143266
349.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1056.0 ,809.0 ,90 ,40.66 ,0.550143266
349.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1056.0 ,809.0 ,120 ,40.86 ,0.550143266
238.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1119.0 ,789.0 ,7 ,12.05 ,0.781512605
238.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1119.0 ,789.0 ,28 ,17.54 ,0.781512605
296.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1090.0 ,769.0 ,7 ,18.91 ,0.628378378
296.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1090.0 ,769.0 ,28 ,25.18 ,0.628378378
297.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1040.0 ,734.0 ,7 ,30.96 ,0.626262626
480.0 ,0.0 ,0.0 ,192.0 ,0.0 ,936.0 ,721.0 ,28 ,43.89 ,0.4
480.0 ,0.0 ,0.0 ,192.0 ,0.0 ,936.0 ,721.0 ,90 ,54.28 ,0.4
397.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1040.0 ,734.0 ,28 ,36.94 ,0.468513854
281.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1104.0 ,774.0 ,7 ,14.50 ,0.661921708
281.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1104.0 ,774.0 ,28 ,22.44 ,0.658362989
500.0 ,0.0 ,0.0 ,200.0 ,0.0 ,1125.0 ,613.0 ,1 ,12.64 ,0.4
500.0 ,0.0 ,0.0 ,200.0 ,0.0 ,1125.0 ,613.0 ,3 ,26.06 ,0.4
500.0 ,0.0 ,0.0 ,200.0 ,0.0 ,1125.0 ,613.0 ,7 ,33.21 ,0.4
500.0 ,0.0 ,0.0 ,200.0 ,0.0 ,1125.0 ,613.0 ,14 ,36.94 ,0.4
500.0 ,0.0 ,0.0 ,200.0 ,0.0 ,1125.0 ,613.0 ,28 ,44.09 ,0.4
540.0 ,0.0 ,0.0 ,173.0 ,0.0 ,1125.0 ,613.0 ,7 ,52.61 ,0.32037037
540.0 ,0.0 ,0.0 ,173.0 ,0.0 ,1125.0 ,613.0 ,14 ,59.76 ,0.32037037
540.0 ,0.0 ,0.0 ,173.0 ,0.0 ,1125.0 ,613.0 ,28 ,67.31 ,0.32037037
540.0 ,0.0 ,0.0 ,173.0 ,0.0 ,1125.0 ,613.0 ,90 ,69.66 ,0.32037037
540.0 ,0.0 ,0.0 ,173.0 ,0.0 ,1125.0 ,613.0 ,180 ,71.62 ,0.32037037
540.0 ,0.0 ,0.0 ,173.0 ,0.0 ,1125.0 ,613.0 ,270 ,74.17 ,0.32037037
350.0 ,0.0 ,0.0 ,203.0 ,0.0 ,974.0 ,775.0 ,7 ,18.13 ,0.58
350.0 ,0.0 ,0.0 ,203.0 ,0.0 ,974.0 ,775.0 ,14 ,22.53 ,0.58
350.0 ,0.0 ,0.0 ,203.0 ,0.0 ,974.0 ,775.0 ,28 ,27.34 ,0.58
350.0 ,0.0 ,0.0 ,203.0 ,0.0 ,974.0 ,775.0 ,56 ,29.98 ,0.58
350.0 ,0.0 ,0.0 ,203.0 ,0.0 ,974.0 ,775.0 ,90 ,31.35 ,0.58
350.0 ,0.0 ,0.0 ,203.0 ,0.0 ,974.0 ,775.0 ,180 ,32.72 ,0.58
385.0 ,0.0 ,0.0 ,186.0 ,0.0 ,966.0 ,763.0 ,1 ,6.27 ,0.483116883
385.0 ,0.0 ,0.0 ,186.0 ,0.0 ,966.0 ,763.0 ,3 ,14.70 ,0.483116883
385.0 ,0.0 ,0.0 ,186.0 ,0.0 ,966.0 ,763.0 ,7 ,23.22 ,0.483116883
385.0 ,0.0 ,0.0 ,186.0 ,0.0 ,966.0 ,763.0 ,14 ,27.92 ,0.483116883
385.0 ,0.0 ,0.0 ,186.0 ,0.0 ,966.0 ,763.0 ,28 ,31.35 ,0.483116883
331.0 ,0.0 ,0.0 ,192.0 ,0.0 ,978.0 ,825.0 ,180 ,39.00 ,0.580060423
331.0 ,0.0 ,0.0 ,192.0 ,0.0 ,978.0 ,825.0 ,360 ,41.24 ,0.580060423
349.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1047.0 ,806.0 ,3 ,14.99 ,0.550143266
331.0 ,0.0 ,0.0 ,192.0 ,0.0 ,978.0 ,825.0 ,3 ,13.52 ,0.580060423
382.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1047.0 ,739.0 ,7 ,24.00 ,0.486910995
382.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1047.0 ,739.0 ,28 ,37.42 ,0.486910995
382.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1111.0 ,784.0 ,7 ,11.47 ,0.486910995
281.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1104.0 ,774.0 ,28 ,22.44 ,0.661921708
339.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1069.0 ,754.0 ,7 ,21.16 ,0.545722714
339.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1069.0 ,754.0 ,28 ,31.84 ,0.545722714
295.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1069.0 ,769.0 ,7 ,14.80 ,0.627118644
295.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1069.0 ,769.0 ,28 ,25.18 ,0.627118644
238.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1118.0 ,789.0 ,28 ,17.54 ,0.777310924
296.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1085.0 ,765.0 ,7 ,14.20 ,0.648648649
296.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1085.0 ,765.0 ,28 ,21.65 ,0.648648649
296.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1085.0 ,765.0 ,90 ,29.39 ,0.648648649
331.0 ,0.0 ,0.0 ,192.0 ,0.0 ,879.0 ,825.0 ,3 ,13.52 ,0.580060423
331.0 ,0.0 ,0.0 ,192.0 ,0.0 ,978.0 ,825.0 ,7 ,16.26 ,0.580060423
331.0 ,0.0 ,0.0 ,192.0 ,0.0 ,978.0 ,825.0 ,28 ,31.45 ,0.580060423
331.0 ,0.0 ,0.0 ,192.0 ,0.0 ,978.0 ,825.0 ,90 ,37.23 ,0.580060423
349.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1047.0 ,806.0 ,7 ,18.13 ,0.550143266
349.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1047.0 ,806.0 ,28 ,32.72 ,0.550143266
349.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1047.0 ,806.0 ,90 ,39.49 ,0.550143266
349.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1047.0 ,806.0 ,180 ,41.05 ,0.550143266
349.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1047.0 ,806.0 ,360 ,42.13 ,0.550143266
302.0 ,0.0 ,0.0 ,203.0 ,0.0 ,974.0 ,817.0 ,14 ,18.13 ,0.67218543
302.0 ,0.0 ,0.0 ,203.0 ,0.0 ,974.0 ,817.0 ,180 ,26.74 ,0.67218543
525.0 ,0.0 ,0.0 ,189.0 ,0.0 ,1125.0 ,613.0 ,180 ,61.92 ,0.36
500.0 ,0.0 ,0.0 ,200.0 ,0.0 ,1125.0 ,613.0 ,90 ,47.22 ,0.4
500.0 ,0.0 ,0.0 ,200.0 ,0.0 ,1125.0 ,613.0 ,180 ,51.04 ,0.4
500.0 ,0.0 ,0.0 ,200.0 ,0.0 ,1125.0 ,613.0 ,270 ,55.16 ,0.4
540.0 ,0.0 ,0.0 ,173.0 ,0.0 ,1125.0 ,613.0 ,3 ,41.64 ,0.32037037
252.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1111.0 ,784.0 ,7 ,13.71 ,0.734126984
252.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1111.0 ,784.0 ,28 ,19.69 ,0.734126984
339.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1060.0 ,754.0 ,28 ,31.65 ,0.545722714
393.0 ,0.0 ,0.0 ,192.0 ,0.0 ,940.0 ,758.0 ,3 ,19.11 ,0.488549618
393.0 ,0.0 ,0.0 ,192.0 ,0.0 ,940.0 ,758.0 ,28 ,39.58 ,0.488549618
393.0 ,0.0 ,0.0 ,192.0 ,0.0 ,940.0 ,758.0 ,90 ,48.79 ,0.488549618
382.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1047.0 ,739.0 ,7 ,24.00 ,0.484293194
382.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1047.0 ,739.0 ,28 ,37.42 ,0.484293194
252.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1111.0 ,784.0 ,7 ,11.47 ,0.738095238
252.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1111.0 ,784.0 ,28 ,19.69 ,0.734126984
310.0 ,0.0 ,0.0 ,192.0 ,0.0 ,970.0 ,850.0 ,7 ,14.99 ,0.619354839
310.0 ,0.0 ,0.0 ,192.0 ,0.0 ,970.0 ,850.0 ,28 ,27.92 ,0.619354839
310.0 ,0.0 ,0.0 ,192.0 ,0.0 ,970.0 ,850.0 ,90 ,34.68 ,0.619354839
310.0 ,0.0 ,0.0 ,192.0 ,0.0 ,970.0 ,850.0 ,180 ,37.33 ,0.619354839
310.0 ,0.0 ,0.0 ,192.0 ,0.0 ,970.0 ,850.0 ,360 ,38.11 ,0.619354839
525.0 ,0.0 ,0.0 ,189.0 ,0.0 ,1125.0 ,613.0 ,3 ,33.80 ,0.36
525.0 ,0.0 ,0.0 ,189.0 ,0.0 ,1125.0 ,613.0 ,7 ,42.42 ,0.36
525.0 ,0.0 ,0.0 ,189.0 ,0.0 ,1125.0 ,613.0 ,14 ,48.40 ,0.36
525.0 ,0.0 ,0.0 ,189.0 ,0.0 ,1125.0 ,613.0 ,28 ,55.94 ,0.36
525.0 ,0.0 ,0.0 ,189.0 ,0.0 ,1125.0 ,613.0 ,90 ,58.78 ,0.36
525.0 ,0.0 ,0.0 ,189.0 ,0.0 ,1125.0 ,613.0 ,270 ,67.11 ,0.36
322.0 ,0.0 ,0.0 ,203.0 ,0.0 ,974.0 ,800.0 ,14 ,20.77 ,0.630434783
322.0 ,0.0 ,0.0 ,203.0 ,0.0 ,974.0 ,800.0 ,28 ,25.18 ,0.630434783
322.0 ,0.0 ,0.0 ,203.0 ,0.0 ,974.0 ,800.0 ,180 ,29.59 ,0.630434783
302.0 ,0.0 ,0.0 ,203.0 ,0.0 ,974.0 ,817.0 ,28 ,21.75 ,0.67218543
397.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1040.0 ,734.0 ,28 ,39.09 ,0.465994962
480.0 ,0.0 ,0.0 ,192.0 ,0.0 ,936.0 ,721.0 ,3 ,24.39 ,0.4
522.0 ,0.0 ,0.0 ,146.0 ,0.0 ,896.0 ,896.0 ,7 ,50.51 ,0.279693487
522.0 ,0.0 ,0.0 ,146.0 ,0.0 ,896.0 ,896.0 ,28 ,74.99 ,0.279693487
273.0 ,105.0 ,82.0 ,210.0 ,9.0 ,904.0 ,680.0 ,28 ,37.17 ,0.769230769
162.0 ,190.0 ,148.0 ,179.0 ,19.0 ,838.0 ,741.0 ,28 ,33.76 ,1.104938272
154.0 ,144.0 ,112.0 ,220.0 ,10.0 ,923.0 ,658.0 ,28 ,16.50 ,1.428571429
147.0 ,115.0 ,89.0 ,202.0 ,9.0 ,860.0 ,829.0 ,28 ,19.99 ,1.37414966
152.0 ,178.0 ,139.0 ,168.0 ,18.0 ,944.0 ,695.0 ,28 ,36.35 ,1.105263158
310.0 ,143.0 ,111.0 ,168.0 ,22.0 ,914.0 ,651.0 ,28 ,33.69 ,0.541935484
144.0 ,0.0 ,175.0 ,158.0 ,18.0 ,943.0 ,844.0 ,28 ,15.42 ,1.097222222
304.0 ,140.0 ,0.0 ,214.0 ,6.0 ,895.0 ,722.0 ,28 ,33.42 ,0.703947368
374.0 ,0.0 ,0.0 ,190.0 ,7.0 ,1013.0 ,730.0 ,28 ,39.05 ,0.50802139
159.0 ,149.0 ,116.0 ,175.0 ,15.0 ,953.0 ,720.0 ,28 ,27.68 ,1.100628931
153.0 ,239.0 ,0.0 ,200.0 ,6.0 ,1002.0 ,684.0 ,28 ,26.86 ,1.307189542
310.0 ,143.0 ,0.0 ,168.0 ,10.0 ,914.0 ,804.0 ,28 ,45.30 ,0.541935484
305.0 ,0.0 ,100.0 ,196.0 ,10.0 ,959.0 ,705.0 ,28 ,30.12 ,0.642622951
151.0 ,0.0 ,184.0 ,167.0 ,12.0 ,991.0 ,772.0 ,28 ,15.57 ,1.105960265
142.0 ,167.0 ,130.0 ,174.0 ,11.0 ,883.0 ,785.0 ,28 ,44.61 ,1.225352113
298.0 ,137.0 ,107.0 ,201.0 ,6.0 ,878.0 ,655.0 ,28 ,53.52 ,0.674496644
321.0 ,164.0 ,0.0 ,190.0 ,5.0 ,870.0 ,774.0 ,28 ,57.21 ,0.591900312
366.0 ,187.0 ,0.0 ,191.0 ,7.0 ,824.0 ,757.0 ,28 ,65.91 ,0.521857923
280.0 ,129.0 ,100.0 ,172.0 ,9.0 ,825.0 ,805.0 ,28 ,52.82 ,0.614285714
252.0 ,97.0 ,76.0 ,194.0 ,8.0 ,835.0 ,821.0 ,28 ,33.40 ,0.76984127
165.0 ,0.0 ,150.0 ,182.0 ,12.0 ,1023.0 ,729.0 ,28 ,18.03 ,1.103030303
156.0 ,243.0 ,0.0 ,180.0 ,11.0 ,1022.0 ,698.0 ,28 ,37.36 ,1.153846154
160.0 ,188.0 ,146.0 ,203.0 ,11.0 ,829.0 ,710.0 ,28 ,32.84 ,1.26875
298.0 ,0.0 ,107.0 ,186.0 ,6.0 ,879.0 ,815.0 ,28 ,42.64 ,0.624161074
318.0 ,0.0 ,126.0 ,210.0 ,6.0 ,861.0 ,737.0 ,28 ,40.06 ,0.660377358
287.0 ,121.0 ,94.0 ,188.0 ,9.0 ,904.0 ,696.0 ,28 ,41.94 ,0.655052265
326.0 ,166.0 ,0.0 ,174.0 ,9.0 ,882.0 ,790.0 ,28 ,61.23 ,0.533742331
356.0 ,0.0 ,142.0 ,193.0 ,11.0 ,801.0 ,778.0 ,28 ,40.87 ,0.542134831
132.0 ,207.0 ,161.0 ,179.0 ,5.0 ,867.0 ,736.0 ,28 ,33.30 ,1.356060606
322.0 ,149.0 ,0.0 ,186.0 ,8.0 ,951.0 ,709.0 ,28 ,52.42 ,0.577639752
164.0 ,0.0 ,200.0 ,181.0 ,13.0 ,849.0 ,846.0 ,28 ,15.09 ,1.103658537
314.0 ,0.0 ,113.0 ,170.0 ,10.0 ,925.0 ,783.0 ,28 ,38.46 ,0.541401274
321.0 ,0.0 ,128.0 ,182.0 ,11.0 ,870.0 ,780.0 ,28 ,37.26 ,0.566978193
140.0 ,164.0 ,128.0 ,237.0 ,6.0 ,869.0 ,656.0 ,28 ,35.23 ,1.692857143
288.0 ,121.0 ,0.0 ,177.0 ,7.0 ,908.0 ,829.0 ,28 ,42.13 ,0.614583333
298.0 ,0.0 ,107.0 ,210.0 ,11.0 ,880.0 ,744.0 ,28 ,31.87 ,0.704697987
265.0 ,111.0 ,86.0 ,195.0 ,6.0 ,833.0 ,790.0 ,28 ,41.54 ,0.735849057
160.0 ,250.0 ,0.0 ,168.0 ,12.0 ,1049.0 ,688.0 ,28 ,39.45 ,1.05
166.0 ,260.0 ,0.0 ,183.0 ,13.0 ,859.0 ,827.0 ,28 ,37.91 ,1.102409639
276.0 ,116.0 ,90.0 ,180.0 ,9.0 ,870.0 ,768.0 ,28 ,44.28 ,0.652173913
322.0 ,0.0 ,116.0 ,196.0 ,10.0 ,818.0 ,813.0 ,28 ,31.18 ,0.608695652
149.0 ,139.0 ,109.0 ,193.0 ,6.0 ,892.0 ,780.0 ,28 ,23.69 ,1.295302013
159.0 ,187.0 ,0.0 ,176.0 ,11.0 ,990.0 ,789.0 ,28 ,32.76 ,1.106918239
261.0 ,100.0 ,78.0 ,201.0 ,9.0 ,864.0 ,761.0 ,28 ,32.40 ,0.770114943
237.0 ,92.0 ,71.0 ,247.0 ,6.0 ,853.0 ,695.0 ,28 ,28.63 ,1.042194093
313.0 ,0.0 ,113.0 ,178.0 ,8.0 ,1002.0 ,689.0 ,28 ,36.80 ,0.568690096
155.0 ,183.0 ,0.0 ,193.0 ,9.0 ,1047.0 ,697.0 ,28 ,18.28 ,1.24516129
146.0 ,230.0 ,0.0 ,202.0 ,3.0 ,827.0 ,872.0 ,28 ,33.06 ,1.383561644
296.0 ,0.0 ,107.0 ,221.0 ,11.0 ,819.0 ,778.0 ,28 ,31.42 ,0.746621622
133.0 ,210.0 ,0.0 ,196.0 ,3.0 ,949.0 ,795.0 ,28 ,31.03 ,1.473684211
313.0 ,145.0 ,0.0 ,178.0 ,8.0 ,867.0 ,824.0 ,28 ,44.39 ,0.568690096
152.0 ,0.0 ,112.0 ,184.0 ,8.0 ,992.0 ,816.0 ,28 ,12.18 ,1.210526316
153.0 ,145.0 ,113.0 ,178.0 ,8.0 ,1002.0 ,689.0 ,28 ,25.56 ,1.163398693
140.0 ,133.0 ,103.0 ,200.0 ,7.0 ,916.0 ,753.0 ,28 ,36.44 ,1.428571429
149.0 ,236.0 ,0.0 ,176.0 ,13.0 ,847.0 ,893.0 ,28 ,32.96 ,1.181208054
300.0 ,0.0 ,120.0 ,212.0 ,10.0 ,878.0 ,728.0 ,28 ,23.84 ,0.706666667
153.0 ,145.0 ,113.0 ,178.0 ,8.0 ,867.0 ,824.0 ,28 ,26.23 ,1.163398693
148.0 ,0.0 ,137.0 ,158.0 ,16.0 ,1002.0 ,830.0 ,28 ,17.95 ,1.067567568
326.0 ,0.0 ,138.0 ,199.0 ,11.0 ,801.0 ,792.0 ,28 ,40.68 ,0.610429448
153.0 ,145.0 ,0.0 ,178.0 ,8.0 ,1000.0 ,822.0 ,28 ,19.01 ,1.163398693
262.0 ,111.0 ,86.0 ,195.0 ,5.0 ,895.0 ,733.0 ,28 ,33.72 ,0.744274809
158.0 ,0.0 ,195.0 ,220.0 ,11.0 ,898.0 ,713.0 ,28 ,8.54 ,1.392405063
151.0 ,0.0 ,185.0 ,167.0 ,16.0 ,1074.0 ,678.0 ,28 ,13.46 ,1.105960265
273.0 ,0.0 ,90.0 ,199.0 ,11.0 ,931.0 ,762.0 ,28 ,32.24 ,0.728937729
149.0 ,118.0 ,92.0 ,183.0 ,7.0 ,953.0 ,780.0 ,28 ,23.52 ,1.228187919
143.0 ,169.0 ,143.0 ,191.0 ,8.0 ,967.0 ,643.0 ,28 ,29.72 ,1.335664336
260.0 ,101.0 ,78.0 ,171.0 ,10.0 ,936.0 ,763.0 ,28 ,49.77 ,0.657692308
313.0 ,161.0 ,0.0 ,178.0 ,10.0 ,917.0 ,759.0 ,28 ,52.44 ,0.568690096
284.0 ,120.0 ,0.0 ,168.0 ,7.0 ,970.0 ,794.0 ,28 ,40.93 ,0.591549296
336.0 ,0.0 ,0.0 ,182.0 ,3.0 ,986.0 ,817.0 ,28 ,44.86 ,0.541666667
145.0 ,0.0 ,134.0 ,181.0 ,11.0 ,979.0 ,812.0 ,28 ,13.20 ,1.248275862
150.0 ,237.0 ,0.0 ,174.0 ,12.0 ,1069.0 ,675.0 ,28 ,37.43 ,1.16
144.0 ,170.0 ,133.0 ,192.0 ,8.0 ,814.0 ,805.0 ,28 ,29.87 ,1.333333333
331.0 ,170.0 ,0.0 ,195.0 ,8.0 ,811.0 ,802.0 ,28 ,56.61 ,0.589123867
155.0 ,0.0 ,143.0 ,193.0 ,9.0 ,1047.0 ,697.0 ,28 ,12.46 ,1.24516129
155.0 ,183.0 ,0.0 ,193.0 ,9.0 ,877.0 ,868.0 ,28 ,23.79 ,1.24516129
135.0 ,0.0 ,166.0 ,180.0 ,10.0 ,961.0 ,805.0 ,28 ,13.29 ,1.333333333
266.0 ,112.0 ,87.0 ,178.0 ,10.0 ,910.0 ,745.0 ,28 ,39.42 ,0.669172932
314.0 ,145.0 ,113.0 ,179.0 ,8.0 ,869.0 ,690.0 ,28 ,46.23 ,0.570063694
313.0 ,145.0 ,0.0 ,127.0 ,8.0 ,1000.0 ,822.0 ,28 ,44.52 ,0.405750799
146.0 ,173.0 ,0.0 ,182.0 ,3.0 ,986.0 ,817.0 ,28 ,23.74 ,1.246575342
144.0 ,136.0 ,106.0 ,178.0 ,7.0 ,941.0 ,774.0 ,28 ,26.14 ,1.236111111
148.0 ,0.0 ,182.0 ,181.0 ,15.0 ,839.0 ,884.0 ,28 ,15.52 ,1.222972973
277.0 ,117.0 ,91.0 ,191.0 ,7.0 ,946.0 ,666.0 ,28 ,43.57 ,0.689530686
298.0 ,0.0 ,107.0 ,164.0 ,13.0 ,953.0 ,784.0 ,28 ,35.86 ,0.55033557
313.0 ,145.0 ,0.0 ,178.0 ,8.0 ,1002.0 ,689.0 ,28 ,41.05 ,0.568690096
155.0 ,184.0 ,143.0 ,194.0 ,9.0 ,880.0 ,699.0 ,28 ,28.99 ,1.251612903
289.0 ,134.0 ,0.0 ,195.0 ,6.0 ,924.0 ,760.0 ,28 ,46.24 ,0.674740484
148.0 ,175.0 ,0.0 ,171.0 ,2.0 ,1000.0 ,828.0 ,28 ,26.92 ,1.155405405
145.0 ,0.0 ,179.0 ,202.0 ,8.0 ,824.0 ,869.0 ,28 ,10.54 ,1.393103448
313.0 ,0.0 ,0.0 ,178.0 ,8.0 ,1000.0 ,822.0 ,28 ,25.10 ,0.568690096
136.0 ,162.0 ,126.0 ,172.0 ,10.0 ,923.0 ,764.0 ,28 ,29.07 ,1.264705882
155.0 ,0.0 ,143.0 ,193.0 ,9.0 ,877.0 ,868.0 ,28 ,9.74 ,1.24516129
255.0 ,99.0 ,77.0 ,189.0 ,6.0 ,919.0 ,749.0 ,28 ,33.80 ,0.741176471
162.0 ,207.0 ,172.0 ,216.0 ,10.0 ,822.0 ,638.0 ,28 ,39.84 ,1.333333333
136.0 ,196.0 ,98.0 ,199.0 ,6.0 ,847.0 ,783.0 ,28 ,26.97 ,1.463235294
164.0 ,163.0 ,128.0 ,197.0 ,8.0 ,961.0 ,641.0 ,28 ,27.23 ,1.201219512
162.0 ,214.0 ,164.0 ,202.0 ,10.0 ,820.0 ,680.0 ,28 ,30.65 ,1.24691358
157.0 ,214.0 ,152.0 ,200.0 ,9.0 ,819.0 ,704.0 ,28 ,33.05 ,1.27388535
149.0 ,153.0 ,194.0 ,192.0 ,8.0 ,935.0 ,623.0 ,28 ,24.58 ,1.288590604
135.0 ,105.0 ,193.0 ,196.0 ,6.0 ,965.0 ,643.0 ,28 ,21.91 ,1.451851852
159.0 ,209.0 ,161.0 ,201.0 ,7.0 ,848.0 ,669.0 ,28 ,30.88 ,1.264150943
144.0 ,15.0 ,195.0 ,176.0 ,6.0 ,1021.0 ,709.0 ,28 ,15.34 ,1.222222222
154.0 ,174.0 ,185.0 ,228.0 ,7.0 ,845.0 ,612.0 ,28 ,24.34 ,1.480519481
167.0 ,187.0 ,195.0 ,185.0 ,7.0 ,898.0 ,636.0 ,28 ,23.89 ,1.107784431
184.0 ,86.0 ,190.0 ,213.0 ,6.0 ,923.0 ,623.0 ,28 ,22.93 ,1.157608696
156.0 ,178.0 ,187.0 ,221.0 ,7.0 ,854.0 ,614.0 ,28 ,29.41 ,1.416666667
236.9 ,91.7 ,71.5 ,246.9 ,6.0 ,852.9 ,695.4 ,28 ,28.63 ,1.042211904
313.3 ,0.0 ,113.0 ,178.5 ,8.0 ,1001.9 ,688.7 ,28 ,36.80 ,0.569741462
154.8 ,183.4 ,0.0 ,193.3 ,9.1 ,1047.4 ,696.7 ,28 ,18.29 ,1.24870801
145.9 ,230.5 ,0.0 ,202.5 ,3.4 ,827.0 ,871.8 ,28 ,32.72 ,1.387936943
296.0 ,0.0 ,106.7 ,221.4 ,10.5 ,819.2 ,778.4 ,28 ,31.42 ,0.747972973
133.1 ,210.2 ,0.0 ,195.7 ,3.1 ,949.4 ,795.3 ,28 ,28.94 ,1.470323065
313.3 ,145.0 ,0.0 ,178.5 ,8.0 ,867.2 ,824.0 ,28 ,40.93 ,0.569741462
